fold,cindex,cutoff_from_train_median,n_test,n_high_risk,n_low_risk,n_event_test,logrank_stat,logrank_p,auc_36m,auc_60m,HR_high_vs_low,HR_95CI_lower,HR_95CI_upper,cox_p
0,0.7059573112456197,-0.022245125845074654,113,44,69,38,20.421752643190974,6.211968115348987e-06,0.7299482822011555,0.7503492606897492,4.195722485513606,2.136419176145984,8.239996800254131,3.121318846773671e-05
1,0.7583141257820217,-0.9832175970077515,113,48,65,39,32.27919049722491,1.3353581525845631e-08,0.8011639888500253,0.7744634483905622,6.593656450930591,3.120944793226132,13.930494857602715,7.72060304803475e-07
2,0.7155932203389831,0.18811440467834473,112,53,59,38,19.572938908335935,9.68310606767289e-06,0.7314668898217709,0.7564149298166181,4.673176266931566,2.205837569318752,9.900355640672606,5.689352016005013e-05
3,0.7094102054340623,-0.7010090351104736,112,57,55,38,5.863950583902533,0.015454069373076298,0.6982952190067788,0.7142347041931294,2.282477873557668,1.1487152086006616,4.53524529341496,0.01848652475123296
4,0.6746218487394958,0.6476448774337769,112,72,40,38,7.724512688811754,0.005447606148777944,0.7139012777851372,0.6651669866254726,3.0330914335810593,1.3319228951787239,6.9070391970612945,0.008227486595675711
