fold,cindex,cutoff_from_train_median,n_test,n_high_risk,n_low_risk,n_event_test,logrank_stat,logrank_p,auc_36m,auc_60m,HR_high_vs_low,HR_95CI_lower,HR_95CI_upper,cox_p
0,0.7493371896842612,-0.5661363005638123,125,55,70,46,25.30870608664908,4.884988835124979e-07,0.7409468440892895,0.7554466270221442,4.674413365715637,2.4150144294365856,9.047623089638662,4.7229204350869e-06
1,0.7131578947368421,-0.8001987338066101,124,64,60,46,18.375176663497722,1.8140597499615424e-05,0.7888173336919931,0.7484551707543872,3.9578119574910224,2.006818733447202,7.805525845352107,7.182053172296725e-05
2,0.6897755610972569,-0.7948217988014221,124,64,60,46,16.72970933365724,4.310074367800994e-05,0.6984105593569807,0.7073792565404138,3.763331382773179,1.9047126254852953,7.435590496470314,0.00013647833717633505
3,0.6915774099318404,-0.17462089657783508,124,67,57,46,16.616517585272224,4.5750838623072035e-05,0.7264032212805857,0.7159652617081769,3.874758506868419,1.9195088052480147,7.821664295313973,0.0001571752337968287
4,0.7676004872107186,0.10259701311588287,124,53,71,46,30.31121135709345,3.679927181854221e-08,0.8207427307168144,0.7929234505249723,5.2838417186510735,2.7280080981855424,10.234201037132939,8.001267595956748e-07
