fold,cindex,cutoff_from_train_median,n_test,n_high_risk,n_low_risk,n_event_test,logrank_stat,logrank_p,auc_36m,auc_60m,HR_high_vs_low,HR_95CI_lower,HR_95CI_upper,cox_p
0,0.6717281272595806,-1.0317540168762207,125.0,50.0,75.0,46.0,13.437732117313045,0.00024661356707035207,0.667950961256059,0.6608831332101291,2.9153961291146873,1.6032554999187616,5.301422380953991,0.0004529221652276231
1,0.6385167464114833,-0.39260074496269226,124.0,65.0,59.0,46.0,7.568403733816975,0.005940036884469838,0.664794615569434,0.6442895397430695,2.3571603557442,1.2561050371780573,4.423360131708883,0.007585983105159066
2,0.7002493765586035,0.48927468061447144,124.0,67.0,57.0,46.0,12.69300812719992,0.00036702535611295406,0.7209232529863919,0.7261973979523089,3.1207965454988567,1.6132558669111061,6.037090134403496,0.0007233665232923574
3,0.6879259980525804,0.06706812977790833,124.0,69.0,55.0,46.0,13.51342974108299,0.00023686224405034366,0.748746581450159,0.7330519932243864,3.2305898717694665,1.6670384420432922,6.26063002289687,0.000512973649280716
4,0.7142509135200974,-0.7859697341918945,124.0,57.0,67.0,46.0,21.53518164366093,3.4739660366983072e-06,0.7753499397922986,0.7132377331441836,4.225637914439793,2.1818309423620237,8.18395936974859,1.926460889609716e-05
mean,0.6825342323604691,-0.3307963371276855,124.2,61.6,62.6,46.0,13.749551072614773,0.001358802403548037,0.7155530702108684,0.6955319594548155,3.169916163313401,1.6642971576826482,6.041292407942366,0.0018589020103711718
