n_patients,n_events,mean_pa_shap,mean_abs_pa_shap,pa_positive_fraction,mean_ct_shap,mean_abs_ct_shap,ct_positive_fraction,mean_interaction,mean_abs_interaction
562,191,0.0633072621827892,0.7193137813840903,0.5391459074733096,-0.8796296681478799,0.9381360908787121,0.14768683274021352,0.10944604736196004,0.4409834233226977
