fold,cindex,cutoff_from_train_median,n_test,n_high_risk,n_low_risk,n_event_test,logrank_stat,logrank_p,auc_36m,auc_60m,HR_high_vs_low,HR_95CI_lower,HR_95CI_upper,cox_p
0,0.7754061803122013,-1.8860825300216675,113,53,60,38,29.49265091488075,5.6129131615028e-08,0.8003874468139118,0.8170548614140948,7.099831576806452,3.1173908229513336,16.1698071502294,3.049451549164649e-06
1,0.7596312150148172,-1.0276888608932495,113,55,58,39,23.408562974642024,1.30994134593693e-06,0.7698605054197902,0.796257114941581,6.522649770677352,2.7241618228292848,15.617633164952943,2.5582699339302227e-05
2,0.7159322033898305,0.051289696246385574,112,59,53,38,10.218031088559995,0.0013907423969123501,0.7391644732361105,0.7643051042319126,3.1932652246858737,1.506473266534244,6.768751242859399,0.0024536517351662116
3,0.7143803843605037,-2.284707546234131,112,60,52,38,11.30491373510402,0.0007730223987979407,0.7511129055804217,0.6884975256860125,3.2576643944578993,1.5737162260267115,6.743513939430287,0.0014653398053196117
4,0.6494117647058824,0.11561329662799835,112,66,46,38,3.0947220716932833,0.07854656377035517,0.7289710617406329,0.6518103875244099,1.8602877075197546,0.9200570042585982,3.761365153170903,0.08398544421828076
