num_patches,max_attention,attention_entropy,attention_entropy_norm,effective_patch_num,effective_patch_ratio,epoch,split,case_id
8459,0.00018620087939780205,9.036151885986328,0.9992442727088928,8345.681023869352,0.9866037384879244,1,train,1801006
13970,0.00011278418969595805,9.535120964050293,0.998999834060669,13710.168333100573,0.9814007396636059,1,train,1736531
7647,0.00018871990323532373,8.935325622558594,0.9992458820343018,7545.831970655362,0.9867702328567232,1,train,1834947
12072,0.00012199040065752342,9.391228675842285,0.9992109537124634,11898.247520580775,0.9856069848062272,1,train,1510734
19577,7.8251410741359e-05,9.875726699829102,0.9993540048599243,19331.618474439,0.9874658259405936,1,train,1713787
8833,0.00015770502795930952,9.080069541931152,0.9993197917938232,8725.892726572729,0.9878741907135434,1,train,1642464
6801,0.00020772892457898706,8.818283081054688,0.9992586970329285,6713.609870254008,0.9871503999785337,1,train,1907764
9725,0.00014297786401584744,9.175765991210938,0.9992715120315552,9597.543492831326,0.986893932424815,1,train,1725319
5225,0.00027009760378859937,8.55485725402832,0.9992580413818359,5159.674578828594,0.9874975270485348,1,train,1518627
15782,0.00010188012674916536,9.654036521911621,0.9986976981163025,15391.8102797111,0.9752762818217653,1,train,1009410
16447,8.512283238815144e-05,9.699951171875,0.9991813898086548,16195.197148567791,0.9846900436899003,1,train,1903107
19475,7.903748337412253e-05,9.866936683654785,0.9989925026893616,19095.37387592914,0.9805070026151035,1,train,1717953
8344,0.00016968054114840925,9.022449493408203,0.9992415904998779,8233.367020585132,0.9867410139723313,1,train,1924069
18698,7.542375533375889e-05,9.830902099609375,0.999464213848114,18504.148651485088,0.9896325089038982,1,train,1826350
12870,0.00011308610555715859,9.454498291015625,0.9991381168365479,12665.384649665457,0.9841013713803773,1,train,1122091
12465,0.00011744036601157859,9.422924041748047,0.9991775155067444,12277.163495563027,0.9849308861261955,1,train,1839446
13711,0.0001056539622368291,9.51830005645752,0.9991965889930725,13505.614441055022,0.9850203807931605,1,train,1328255
10316,0.00013171849423088133,9.236868858337402,0.9995041489601135,10222.530920676676,0.9909394068123959,1,train,1512714
24780,6.47435081191361e-05,10.100159645080566,0.9982572197914124,23929.75863684304,0.9656884034238514,1,train,112027
16256,9.712330938782543e-05,9.68605899810791,0.998952329158783,15939.798674077925,0.9805486389073527,1,train,1117123
15190,0.00010403687338111922,9.614988327026367,0.998607873916626,14793.03196735692,0.9738664889635892,1,train,1124589
14783,0.00010638507956173271,9.590919494628906,0.9989257454872131,14490.336026956616,0.9802026670470552,1,train,1117569
12804,0.00012798584066331387,9.438691139221191,0.9980098605155945,12352.25230997595,0.9647182372677249,1,train,1120808
13927,0.0001050603314070031,9.533344268798828,0.9991363286972046,13705.961357949604,0.9841287684317946,1,train,1128566
13351,0.00011195955448783934,9.492331504821777,0.9992614984512329,13165.191699160818,0.9860828177036041,1,train,1201945
18018,8.664577035233378e-05,9.788337707519531,0.998898983001709,17632.36413675039,0.9785971881868349,1,train,1201535
6738,0.00022640063252765685,8.806686401367188,0.9989981651306152,6622.03600788406,0.9827895529658742,1,train,1836251
10693,0.00014055732754059136,9.269220352172852,0.99912428855896,10520.757217976456,0.9838920057959839,1,train,1202211
12346,0.00012332192272879183,9.413536071777344,0.9991984963417053,12161.197033331968,0.9850313488848184,1,train,1203201
8446,0.0001744814362609759,9.033470153808594,0.9991175532341003,8313.140273455041,0.9842695090522189,1,train,1206350
5348,0.0002828650176525116,8.578777313232422,0.9993358850479126,5288.015246713722,0.9887837035739945,1,train,1833085
17433,9.310743189416826e-05,9.755775451660156,0.9989407658576965,17078.92844714526,0.9796895799429393,1,train,1628357
12054,0.00012886770127806813,9.38597297668457,0.998810350894928,11796.933054899331,0.9786737228222442,1,train,1231110
3080,0.0004679163685068488,8.025293350219727,0.9990797638893127,3035.295415997648,0.9854855246745611,1,train,1740285
14107,0.00010413645213702694,9.543867111206055,0.9988948702812195,13819.146125511863,0.9795949617574157,1,train,1325814
9839,0.00014529365580528975,9.186918258666992,0.9992178678512573,9702.130430973695,0.9860890772409487,1,train,1906415
12921,0.00012230810534674674,9.448995590209961,0.9981393814086914,12486.530449913724,0.9663749284044365,1,train,1308534
8729,0.00017764006042852998,9.06307601928711,0.9987514615058899,8537.231063185309,0.9780308240560556,1,train,1302740
8001,0.0001822343037929386,8.981708526611328,0.9993754029273987,7912.345095091638,0.9889195219462115,1,train,1542509
4020,0.00034451871761120856,8.292436599731445,0.999204695224762,3968.227876874514,0.9871213624065955,1,train,1920751
15298,0.00010240940900985152,9.617059707641602,0.998088538646698,14776.507225104771,0.9659110488367612,1,train,1219950
17330,8.853264444041997e-05,9.749412536621094,0.9988952875137329,16969.61250328199,0.9792044144998263,1,train,1316839
14786,0.00010526762343943119,9.592826843261719,0.9991033673286438,14538.846007546845,0.9832845940448293,1,train,1326100
16094,8.79423605510965e-05,9.676177024841309,0.9989650249481201,15785.5548062924,0.9808347711129862,1,train,1321950
12730,0.0001216534583363682,9.437583923339844,0.9985047578811646,12385.031936215879,0.9729011733083959,1,train,1228314
