n_patients,n_events,mean_pa_shap,mean_abs_pa_shap,pa_positive_fraction,mean_ct_shap,mean_abs_ct_shap,ct_positive_fraction,mean_interaction,mean_abs_interaction
562,191,0.041139635726398525,0.6972422935781185,0.48576512455516013,-0.5259841291807273,0.5906180969996252,0.2117437722419929,0.016736278552363138,0.528085361427074
