n_patients,n_events,mean_pa_shap,mean_abs_pa_shap,pa_positive_fraction,mean_ct_shap,mean_abs_ct_shap,ct_positive_fraction,mean_interaction,mean_abs_interaction
562,191,0.08593511153874236,1.2623799892334646,0.5,0.47045192767425154,2.749073197017838,0.29359430604982206,1.6028028365980264e-08,1.1018109491287177e-07
